"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"3","3","Master's Councillors","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","47","False","False","0.31"
"1","1","Mentor of the Meek","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","173","False","False",""
"1","1","Merciless Executioner","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","204","False","False",""
"1","1","Merry, Warden of Isengard","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","61","False","False",""
"1","1","Mind Stone","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","282","False","False",""
"1","1","Mirkwood Bats","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","95","False","False",""
"1","1","Mirkwood Elk","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","41","False","False",""
"1","1","Mirkwood Meditator","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","48","False","False","0.24"
"2","2","Mirkwood Nurturer","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","160","False","False","0.41"
"1","1","Mirkwood Pathmaker","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","129","False","False","0.34"
"1","1","Mirkwood Trapper","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","62","False","False",""
"1","1","Mirror of Galadriel","ltr","Near Mint","English","","","2026-01-09 20:24:20.190000","244","False","False",""
"3","3","Misty Mountains Raider","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","105","False","False","0.28"
"1","1","Model of Unity","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","78","False","False",""
"1","1","Moment of Glory","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","21","False","False","0.30"
"1","1","Monstrosity of the Lake","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","22","False","False",""
"1","1","Moria Scavenger","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","63","False","False",""
"1","1","Mortify","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","269","False","False",""
"1","1","Most Decrepit Old Bird // Speak Secrets","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","49","False","False","0.45"
"1","1","Motivated Pony","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","42","False","False",""
"7","7","Mountain","ltr","Near Mint","English","","","2026-01-09 20:21:14.473000","269","False","False",""
"5","5","Mountain","ltr","Near Mint","English","","","2026-01-08 22:02:53.547000","268","False","False",""
"1","1","Mountain","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","192","False","False","0.36"
"1","1","Murmuring Bosk","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","320","False","False",""
"1","1","Mystic Confluence","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","193","False","False",""
"1","1","Nasty Little Rabbit","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","130","False","False","0.28"
"1","1","Necroblossom Snarl","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","321","False","False",""
"2","2","Nighthowl Pursuer","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","78","False","False","0.32"
"1","1","Night's Whisper","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","205","False","False",""
"4","4","Nori, Teller of Tales","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","161","False","False","0.46"
"1","1","Notion Thief","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","270","False","False",""
"1","1","Oath of Eorl","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","64","False","False",""
"1","1","Of Herbs and Stewed Rabbit","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","17","False","False",""
"3","3","Óin the Brave","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","106","False","False","0.28"
"1","1","Old Fat Spider","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","132","False","False","0.36"
"2","2","Old Fat Spider Can't See Me","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","50","False","False","0.30"
"2","2","Old Thrush","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","2","False","False","0.29"
"1","1","Opt","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","194","False","False",""
"1","1","Orchard Strider","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","253","False","False",""
"1","1","Orcish Siegemaster","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","33","False","False",""
"7","7","Ordinary Bear","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","133","False","False","0.27"
"1","1","Ori, Keeper of Songs","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","23","False","False","0.29"
"4","4","Ori, Keeper of Songs","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","23","False","False","0.51"
"1","1","Ori, Plate Stacker","hoc","Near Mint","English","foil","","2026-08-21 17:14:20.703000","6","False","False","2.79"
"1","1","Overwhelming Stampede","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","254","False","False",""
"1","1","Palace Jailer","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","174","False","False",""
"1","1","Paradise Druid","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","255","False","False",""
"1","1","Part in Friendship","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","134","False","False","0.33"
"3","3","Path of Ancestry","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","322","False","False",""
"2","2","Path to Exile","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","175","False","False",""
"4","4","Patient Instructor","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","162","False","False","0.24"
"2","2","Pinecone Strike","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","107","False","False","0.31"
"1","1","Pippin, Warden of Isengard","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","65","False","False",""
"4","4","Plains","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","263","False","False",""
"1","1","Plains","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","189","False","False","0.32"
"2","2","Plains","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","189","False","False","0.43"
"2","2","Plains","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","194","False","False","0.46"
"3","3","Plains","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","313","False","False","1.95"
"3","3","Plains","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","316","False","False","1.94"
"3","3","Plains","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","314","False","False","1.95"
"3","3","Plains","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","315","False","False","1.93"
"9","9","Plains","ltr","Near Mint","English","","","2026-01-08 22:02:53.547000","262","False","False",""
"1","1","Plea for Power","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","195","False","False",""
"5","5","Plunder the Trollshaws","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","51","False","False","0.31"
"1","1","Port Town","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","323","False","False",""
"1","1","Prairie Stream","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","324","False","False",""
"1","1","Preordain","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","196","False","False",""
"1","1","Prince Imrahil the Fair","ltr","Near Mint","English","","","2026-01-08 22:02:53.547000","219","False","False",""
"1","1","Pristine Talisman","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","283","False","False",""
"1","1","Prize Pig","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","43","False","False",""
"1","1","Prosperous Innkeeper","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","256","False","False",""
"1","1","Quarrel","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","135","False","False","0.26"
"2","2","Radagast of Rhosgobel","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","136","False","False","1.97"
"1","1","Radagast, Wizard of Wilds","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","66","False","False",""
"1","1","Rage into the Valley","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","79","False","False","0.40"
"2","2","Rage into the Valley","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","200","False","False","0.27"
"1","1","Ragged Short Spear","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","108","False","False","0.33"
"6","6","Ragged Short Spear","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","108","False","False","0.45"
"1","1","Raise the Palisade","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","23","False","False",""
"1","1","Rampaging War Mammoth","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","34","False","False",""
"1","1","Rampant Growth","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","257","False","False",""
"1","1","Rapacious Guest","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","28","False","False",""
"1","1","Ravenhill Flock","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","52","False","False","0.31"
"3","3","Ravening Warg","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","80","False","False","0.31"
"1","1","Ravening Warg","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","80","False","False","0.31"
"1","1","Realm Seekers","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","258","False","False",""
"1","1","Reanimate","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","206","False","False",""
"1","1","Reclamation Sage","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","259","False","False",""
"1","1","Rejuvenating Springs","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","325","False","False",""
"1","1","Relic of Sauron","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","79","False","False",""
"1","1","Revenge of Ravens","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","207","False","False",""
"3","3","Reverent Howl","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","81","False","False","0.30"
"1","1","Reverent Howl","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","81","False","False","0.29"
"1","1","Revive the Shire","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","185","False","False",""
"1","1","Rhovanion Rampager","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","82","False","False","0.31"
"1","1","Riders of Rohan","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","67","False","False",""
"1","1","Roads Go Ever, Ever On","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","25","False","False","0.52"
"3","3","Rogue's Passage","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","326","False","False",""
"1","1","Roll-Roll-Roll-Roll","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","54","False","False","0.38"
"1","1","Rosie Cotton of South Lane","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","27","False","False",""
"1","1","Sail into the West","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","68","False","False",""
"1","1","Sam, Loyal Attendant","ltc","Near Mint","English","foil","","2026-01-09 20:19:18.823000","7","False","False",""
"1","1","Sandsteppe Citadel","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","327","False","False",""
"1","1","Sanguine Bond","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","208","False","False",""
"1","1","Saruman, the White Hand","ltc","Near Mint","English","foil","","2026-01-09 20:21:14.473000","8","False","False",""
"1","1","Sauron, Lord of the Rings","ltc","Near Mint","English","foil","","2026-01-09 20:21:14.473000","4","False","False",""
"1","1","Savvy Hunter","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","271","False","False",""
"1","1","Scattered Groves","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","328","False","False",""
"1","1","Scoured Barrens","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","329","False","False",""
"1","1","Scourge of the Throne","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","225","False","False",""
"1","1","Secluded Courtyard","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","330","False","False",""
"1","1","Seeds of Renewal","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","260","False","False",""
"1","1","Selfless Squire","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","176","False","False",""
"1","1","Shared Animosity","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","226","False","False",""
"1","1","Shelob, Dread Weaver","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","29","False","False",""
"1","1","Shineshadow Snarl","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","331","False","False",""
"1","1","Shiny Impetus","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","227","False","False",""
"1","1","Shire Shirriff","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","30","False","False",""
"1","1","Shire Terrace","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","261","False","False",""
"1","1","Siege-Gang Commander","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","228","False","False",""
"2","2","Silvan Reveler","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","163","False","False","0.27"
"2","2","Smaug, the Great Calamity // Spew Flame","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","109","False","False","0.39"
"2","2","Smaug, Wicked Worm","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","164","False","False","3.15"
"1","1","Smaug's Fury","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","111","False","False","0.29"
"6","6","Smaug's Fury","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","111","False","False","0.51"
"1","1","Smoldering Marsh","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","332","False","False",""
"4","4","Sol Ring","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","284","False","False",""
"1","1","Song of Eärendil","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","69","False","False",""
"1","1","Sound the Trumpets","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","55","False","False","0.25"
"2","2","Sound the Trumpets","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","55","False","False","0.26"
"1","1","Stir Up Trouble","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","84","False","False","0.29"
"5","5","Stir Up Trouble","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","84","False","False","0.25"
"2","2","Stone by Sunlight","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","27","False","False","0.24"
"2","2","Stony-Voiced Goblins","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","85","False","False","0.25"
"1","1","Stony-Voiced Goblins","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","85","False","False","0.28"
"1","1","Subjugate the Hobbits","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","24","False","False",""
"2","2","Sulfur Falls","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","333","False","False",""
"1","1","Sulfurous Springs","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","334","False","False",""
"1","1","Summons of Saruman","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","70","False","False",""
"1","1","Sunken Hollow","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","335","False","False",""
"1","1","Sunpetal Grove","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","336","False","False",""
"1","1","Sunset Revelry","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","177","False","False",""
"1","1","Supreme Verdict","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","272","False","False",""
"6","6","Swamp","ltr","Near Mint","English","","","2026-01-09 20:21:14.473000","267","False","False",""
"2","2","Swamp","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","191","False","False","0.53"
"1","1","Swamp","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","196","False","False","0.35"
"4","4","Swamp","ltr","Near Mint","English","","","2026-01-09 20:19:18.823000","266","False","False",""
"1","1","Swan Song","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","197","False","False",""
"2","2","Swords to Plowshares","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","178","False","False",""
"1","1","Sylvan Offering","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","261","False","False",""
"1","1","Talisman of Conviction","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","285","False","False",""
"1","1","Talisman of Progress","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","286","False","False",""
"1","1","Taunt from the Rampart","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","71","False","False",""
"2","2","Terramorphic Expanse","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","337","False","False",""
"1","1","The Balrog of Moria","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","46","False","False",""
"3","3","The Black Arrow","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","171","False","False","0.29"
"1","1","The Black Gate","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","80","False","False",""
"2","2","The Chief Warg","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","150","False","False","0.33"
"1","1","The Gaffer","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","12","False","False",""
"2","2","The Lonely Mountain","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","187","False","False","0.61"
"1","1","The Lord of the Eagles","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","46","False","False","0.89"
"1","1","The Master of Lake-town","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","77","False","False","1.05"
"2","2","The Mountain-king's Return","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","22","False","False","0.31"
"1","1","The Mouth of Sauron","ltr","Near Mint","English","","","2026-01-09 20:21:14.473000","216","False","False",""
"2","2","The Notary Hobbits","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","131","False","False","0.43"
"1","1","Théoden, King of Rohan","ltr","Near Mint","English","","","2026-01-08 22:02:53.547000","233","False","False",""
"1","1","Thorin, King of Durin's Folk","hoc","Near Mint","English","foil","","2026-08-21 17:14:20.703000","3","False","False","11.14"
"1","1","Thorin's Last Stand","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","209","False","False","0.32"
"2","2","Thorin's Last Stand","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","28","False","False","0.65"
"1","1","Thornwood Falls","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","338","False","False",""
"1","1","Thought Vessel","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","287","False","False",""
"1","1","Thranduil, Sindarin Liege // Silvan Rally","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","166","False","False","0.35"
"1","1","Thranduil's Company","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","168","False","False","1.18"
"1","1","Thranduil's Decree","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","56","False","False","0.41"
"1","1","Thrill of Possibility","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","229","False","False",""
"1","1","Throne of the High City","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","339","False","False",""
"1","1","Thrór's Map","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","179","False","False","0.34"
"1","1","Through the Forest Gate","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","137","False","False","1.24"
"7","7","Tidings of War","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","115","False","False","0.35"
"1","1","Tireless Provisioner","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","262","False","False",""
"1","1","Too Greedily, Too Deep","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","72","False","False",""
"1","1","Toxic Deluge","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","209","False","False",""
"1","1","Trading Post","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","288","False","False",""
"1","1","Tranquil Cove","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","340","False","False",""
"1","1","Tranquil Thicket","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","341","False","False",""
"1","1","Trap the Trespassers","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","25","False","False",""
"1","1","Travel Through Caradhras","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","44","False","False",""
"1","1","Treason of Isengard","ltr","Near Mint","English","","","2026-01-09 20:21:14.473000","74","False","False",""
"1","1","Treasure Nabber","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","230","False","False",""
"1","1","Treebeard, Gracious Host","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","73","False","False",""
"1","1","Troll Negotiations","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","138","False","False","0.27"
"1","1","Troll of Khazad-dûm","ltr","Near Mint","English","","","2026-01-09 20:21:14.473000","111","False","False",""
"1","1","Unbreakable Formation","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","179","False","False",""
"2","2","Uncover the Moon-Letters","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","57","False","False","0.97"
"1","1","Uncover the Moon-Letters","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","57","False","False","1.18"
"1","1","Underground River","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","342","False","False",""
"4","4","Uneasy Partings","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","58","False","False","0.23"
"1","1","Vanquisher's Banner","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","289","False","False",""
"8","8","Velvetwing Butterflies // Gaze in Wonder","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","30","False","False","0.36"
"1","1","Verge Rangers","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","180","False","False",""
"1","1","Village Bell-Ringer","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","181","False","False",""
"1","1","Vineglimmer Snarl","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","343","False","False",""
"1","1","Visions of Glory","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","182","False","False",""
"1","1","Voracious Fell Beast","ltr","Near Mint","English","","","2026-01-09 20:21:14.473000","113","False","False",""
"1","1","Vow to Erebor","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","31","False","False","0.31"
"5","5","Vow to Erebor","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","31","False","False","0.32"
"1","1","Wake the Dragon","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","74","False","False",""
"2","2","Warg Tactics","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","139","False","False","0.39"
"2","2","Wargling","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","140","False","False","0.27"
"1","1","Wargling","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","140","False","False","0.29"
"1","1","Wayfarer's Bauble","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","290","False","False",""
"1","1","Weathered Wayfarer","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","183","False","False",""
"1","1","Well of Lost Dreams","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","291","False","False",""
"4","4","Well-Worn Spatula","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","180","False","False","0.26"
"1","1","Well-Worn Spatula","hob","Near Mint","English","foil","","2026-08-21 17:14:20.703000","180","False","False","0.20"
"1","1","Whispersilk Cloak","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","292","False","False",""
"2","2","Wilderland Scrounger","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","141","False","False","0.31"
"1","1","Windbrisk Heights","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","345","False","False",""
"1","1","Wind-Scarred Crag","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","344","False","False",""
"1","1","Windswift Slice","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","45","False","False",""
"1","1","Wood Elves","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","263","False","False",""
"1","1","Wood Elves","hob","Near Mint","English","","","2026-08-21 17:14:20.703000","142","False","False","0.18"
"1","1","Woodfall Primus","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","264","False","False",""
"1","1","Woodland Cemetery","ltc","Near Mint","English","","","2026-01-09 20:19:18.823000","346","False","False",""
"1","1","Woodland Stream","ltc","Near Mint","English","","","2026-01-09 20:24:20.190000","347","False","False",""
"1","1","Worn Powerstone","ltc","Near Mint","English","","","2026-01-09 20:21:14.473000","293","False","False",""
"1","1","Wose Pathfinder","ltr","Near Mint","English","","","2026-01-09 20:24:20.190000","190","False","False",""
"1","1","Zealous Conscripts","ltc","Near Mint","English","","","2026-01-08 22:02:53.547000","231","False","False",""
